type,price,station,beds,baths,receptions,post_code,location
terraced,140000.0,,2,1,1,OL11,rochdale
semi-detached,155000.0,1.2,3,1,1,WN8,lancashire
terraced,185000.0,3.7,2,1,1,BL0,bury
detached,595000.0,,4,3,2,BL8,bury
terraced,155000.0,0.2,2,1,1,BL5,bolton
detached,275000.0,,3,2,2,BL9,bury
flat,310000.0,0.3,2,2,1,M4,manchester
semi-detached,425000.0,0.3,4,3,1,M12,manchester
end terrace,110000.0,2.5,2,2,2,WN8,skelmersdale
flat,179950.0,1.8,2,1,0,M33,sale
flat,170000.0,0.7,2,0,0,SK8,manchester
flat,120000.0,1.0,2,2,1,M11,manchester
detached,350000.0,,3,2,3,OL11,rochdale
terraced,210000.0,1.0,2,1,1,BL7,bolton
flat,216995.0,0.9,2,2,1,M50,manchester
flat,174995.0,0.9,1,1,1,M50,manchester
flat,110000.0,0.6,1,1,0,M16,manchester
flat,325000.0,0.4,2,2,1,M4,manchester
end terrace,160000.0,1.2,3,1,2,BL4,bolton
flat,399995.0,0.1,2,2,1,WA14,altrincham
flat,79950.0,1.0,1,1,1,M33,sale
detached,380000.0,0.8,4,2,2,SK8,cheshire
semi-detached,290000.0,,4,2,3,M45,manchester
flat,329950.0,0.5,2,2,1,M4,manchester
flat,279950.0,0.5,1,1,1,M4,manchester
flat,400000.0,0.2,3,2,1,M4,manchester
flat,539950.0,0.6,3,2,1,M4,manchester
flat,150000.0,0.2,2,2,0,M3,salford
terraced,95000.0,0.9,2,0,0,OL16,rochdale
end terrace,137500.0,,3,1,2,WN1,wigan
flat,180000.0,1.1,2,1,1,M16,manchester
flat,299950.0,0.4,2,2,2,M4,manchester
semi-detached,250000.0,0.6,3,1,0,M19,stockport
flat,274995.0,0.1,2,2,2,M1,manchester
flat,399995.0,0.1,3,3,2,M1,manchester
terraced,149950.0,0.9,3,1,1,SK5,cheshire
detached,475000.0,2.4,4,2,3,WN6,wigan
flat,170000.0,,2,1,1,BL9,bury
terraced,365000.0,,4,2,1,M25,manchester
terraced,157950.0,1.7,2,1,1,WN6,wigan
flat,59975.0,1.7,2,1,1,WN6,wigan
flat,59975.0,1.7,2,1,1,WN6,wigan
flat,59975.0,1.7,2,1,1,WN6,wigan
terraced,95000.0,0.7,2,1,2,WN6,wigan
flat,220000.0,0.2,1,1,1,M4,manchester
flat,120000.0,,1,0,0,BL1,bolton
terraced,119950.0,0.9,2,1,1,OL12,rochdale
flat,128495.0,0.9,1,1,1,M5,salford
terraced,205000.0,0.4,3,1,2,BL5,bolton
semi-detached,150000.0,1.2,2,1,2,WN8,skelmersdale
semi-detached,310000.0,0.9,3,1,2,SK8,manchester
semi-detached,400000.0,1.3,4,2,0,M14,manchester
semi-detached,199950.0,0.7,3,1,3,SK6,stockport
semi-detached,275000.0,0.2,3,1,2,SK2,stockport
semi-detached,450000.0,0.5,3,1,2,WA14,altrincham
flat,175995.0,0.9,1,0,0,M50,salford
detached,795000.0,0.5,4,1,0,SK7,stockport
flat,194995.0,0.9,1,1,0,M50,manchester
flat,244995.0,0.9,2,2,0,M50,manchester
flat,280000.0,0.4,2,0,0,M5,manchester
flat,180000.0,,2,1,1,BL9,bury
flat,110000.0,0.2,1,1,1,SK14,hyde
flat,180000.0,1.0,1,1,1,M20,manchester
detached,350000.0,1.0,4,2,2,OL16,rochdale
flat,178000.0,1.0,2,2,1,M15,manchester
flat,237500.0,0.3,2,2,1,SK3,stockport
flat,870000.0,,2,2,3,WA14,altrincham
semi-detached,480000.0,1.3,4,0,0,M16,manchester
flat,250000.0,0.2,2,2,1,M3,manchester
flat,179995.0,1.2,2,2,1,M33,sale
terraced,105000.0,1.2,3,1,1,WN4,wigan
detached,415000.0,1.3,3,1,2,SK12,stockport
semi-detached,210000.0,0.4,2,1,2,SK7,stockport
flat,271950.0,0.2,2,2,1,M3,manchester
flat,201950.0,0.2,1,1,1,M3,manchester
detached,284000.0,2.2,4,2,2,OL12,rochdale
terraced,100000.0,1.2,2,1,2,OL12,rochdale
terraced,160000.0,0.3,3,1,2,M18,manchester
flat,155000.0,1.6,2,2,1,M16,manchester
semi-detached,260000.0,0.8,3,1,0,SK1,stockport
flat,300000.0,0.4,2,2,0,M5,manchester
terraced,95000.0,,2,1,2,M26,manchester
flat,329950.0,0.2,2,2,1,M3,manchester
flat,399950.0,0.2,3,3,1,M3,manchester
flat,259995.0,0.2,1,1,1,M3,manchester
flat,305750.0,4.0,2,2,1,BL0,bury
semi-detached,335000.0,,4,2,2,OL9,oldham
terraced,150000.0,0.6,2,1,1,SK14,manchester
detached,600000.0,3.6,4,4,2,WN7,manchester
terraced,140000.0,,1,1,1,OL5,ashtonunderlyne
flat,135000.0,4.0,1,1,1,BL0,bury
semi-detached,160000.0,0.9,3,1,1,BL1,bolton
flat,160000.0,,2,1,1,BL1,bolton
flat,299000.0,0.3,2,2,0,M3,manchester
detached,450000.0,1.5,4,2,4,BL5,manchester
flat,220000.0,0.6,2,1,2,WA14,altrincham
detached,725000.0,1.2,5,3,2,BL1,bolton
terraced,295000.0,0.5,3,3,0,SK3,stockport
flat,255000.0,1.3,2,2,0,M16,manchester
flat,325000.0,0.4,2,2,1,M15,manchester
flat,220000.0,0.4,1,1,1,M15,manchester
terraced,155000.0,,3,2,1,OL9,oldham
flat,199000.0,0.3,1,1,0,M3,manchester
semi-detached,385000.0,0.8,3,1,3,SK14,hyde
detached,850000.0,,4,2,2,M45,manchester
detached,335000.0,2.3,4,0,0,M29,manchester
flat,995000.0,0.5,3,3,2,WA14,altrincham
flat,195000.0,,1,0,0,BL0,lancashire
flat,250000.0,0.6,2,2,1,M16,manchester
flat,220000.0,1.3,1,1,1,M20,manchester
flat,382950.0,0.2,3,3,1,M3,manchester
flat,299850.0,0.2,2,2,1,M3,manchester
flat,225650.0,0.2,1,1,1,M3,manchester
detached,510000.0,1.3,4,3,0,SK15,stalybridge
detached,510000.0,1.3,4,3,0,SK15,stalybridge
semi-detached,150000.0,0.2,2,1,2,SK5,cheshire
flat,250000.0,0.6,2,1,1,SK12,cheshire
flat,280000.0,0.6,2,1,1,SK12,cheshire
flat,170000.0,0.4,1,1,1,M5,salford
semi-detached,150000.0,,3,1,2,BL2,manchester
flat,270000.0,0.5,2,2,0,M5,manchester
flat,245000.0,0.5,2,2,0,M5,manchester
detached,450000.0,0.8,3,3,3,BL3,manchester
end terrace,140000.0,0.3,3,1,3,BL5,manchester
end terrace,390000.0,1.3,4,2,1,M20,manchester
semi-detached,340000.0,0.8,3,1,2,M28,manchester
detached,295000.0,0.8,2,1,0,SK6,stockport
flat,115000.0,0.9,2,1,1,M46,manchester
flat,147000.0,0.4,1,1,1,M3,salford
detached,125000.0,0.8,2,1,0,WN5,wigan
detached,1200000.0,0.8,4,4,3,OL3,oldham
flat,234500.0,0.2,1,1,1,M4,manchester
flat,324500.0,0.2,2,2,1,M4,manchester
flat,525500.0,0.2,3,2,1,M4,manchester
detached,290000.0,0.8,5,2,4,BL3,bolton
flat,235000.0,0.9,2,2,5,M50,manchester
semi-detached,319950.0,1.3,3,2,0,SK2,stockport
detached,250000.0,,3,2,2,M7,salford
terraced,175000.0,4.1,2,1,1,BL0,bury
terraced,175000.0,4.1,2,1,1,BL0,bury
flat,337000.0,0.5,2,2,1,M15,manchester
flat,250000.0,0.4,1,1,1,M15,manchester
flat,225000.0,0.4,1,1,1,M15,manchester
flat,354000.0,0.4,2,2,1,M15,manchester
flat,375000.0,0.4,2,2,1,M15,manchester
flat,293000.0,0.5,2,2,1,M15,manchester
flat,315000.0,0.5,2,2,1,M15,manchester
flat,300000.0,0.5,2,2,1,M15,manchester
terraced,280000.0,0.7,2,1,2,SK15,stalybridge
semi-detached,400000.0,3.3,4,0,0,WN7,leigh
semi-detached,449950.0,0.4,4,1,2,SK3,stockport
flat,100000.0,0.2,2,2,1,BL1,bolton
terraced,289000.0,1.4,2,1,1,SK6,stockport
detached,315000.0,,3,2,2,M26,manchester
flat,159950.0,,2,1,1,BL1,bolton
flat,299950.0,0.3,2,1,1,M3,salford
flat,89500.0,1.0,2,1,1,SK1,stockport
flat,500000.0,0.4,2,2,0,M2,manchester
end terrace,235000.0,1.9,3,1,2,M21,manchester
terraced,165000.0,4.5,1,1,2,BL0,bury
flat,135000.0,,2,1,1,M7,manchester
semi-detached,200000.0,,3,1,1,M27,manchester
flat,168000.0,0.4,2,1,1,M4,manchester
semi-detached,1450000.0,0.5,2,2,2,WA14,altrincham
end terrace,170000.0,1.3,2,1,1,BL3,bolton
semi-detached,240000.0,0.3,3,1,1,M34,manchester
semi-detached,195000.0,0.6,2,1,1,SK6,manchester
semi-detached,195000.0,0.6,2,1,1,SK6,manchester
terraced,179995.0,0.7,3,1,2,SK15,stalybridge
semi-detached,439995.0,,5,2,4,BL8,bury
terraced,95000.0,1.0,2,1,1,WN8,lancashire
end terrace,299000.0,1.8,3,1,2,BL1,bolton
semi-detached,449950.0,0.4,4,0,0,SK3,stockport
semi-detached,135000.0,0.8,3,1,1,WN3,wigan
flat,160000.0,1.5,1,1,1,M22,manchester
terraced,180000.0,1.4,3,2,2,M14,manchester
terraced,260000.0,,4,1,1,M7,manchester
flat,175995.0,0.9,1,1,1,M50,manchester
flat,216995.0,0.9,2,2,1,M50,manchester
terraced,114950.0,1.0,2,1,1,BL3,bolton
flat,115000.0,0.3,1,1,1,WA14,altrincham
detached,200000.0,1.2,3,2,2,M29,manchester
terraced,299995.0,0.6,3,1,0,M13,manchester
end terrace,317995.0,0.6,3,1,0,M13,manchester
flat,175000.0,0.8,2,1,1,M27,manchester
flat,239995.0,0.0,2,2,1,M1,manchester
flat,120000.0,0.9,1,1,1,M7,salford
flat,75000.0,1.0,2,1,1,OL12,rochdale
semi-detached,325000.0,0.5,3,1,2,SK2,cheshire
flat,190000.0,0.3,2,2,1,M1,manchester
detached,625000.0,0.3,5,2,2,SK14,hyde
flat,234950.0,0.4,2,1,1,SK7,stockport
flat,240000.0,1.1,2,0,0,BL1,bolton
flat,137000.0,0.1,2,1,1,M3,manchester
flat,185000.0,0.1,2,1,1,M3,salford
end terrace,280000.0,0.5,4,1,1,SK12,cheshire
flat,190000.0,0.9,1,1,1,M50,manchester
flat,276995.0,0.9,3,2,1,M50,manchester
flat,187995.0,0.9,1,1,1,M50,manchester
semi-detached,425000.0,0.6,3,1,2,SK7,stockport
detached,370000.0,0.7,4,3,2,BL5,bolton
flat,145000.0,0.9,1,1,1,BL6,bolton
flat,230000.0,0.4,2,1,1,M5,manchester
detached,450000.0,1.3,4,2,3,OL16,rochdale
flat,109950.0,1.9,1,1,1,M33,cheshire
semi-detached,210000.0,1.3,3,2,1,M35,manchester
flat,200000.0,0.1,2,0,0,M1,manchester
terraced,200000.0,0.7,2,1,1,M22,manchester
semi-detached,180000.0,0.2,3,1,1,SK15,stalybridge
terraced,134000.0,,2,1,1,OL5,ashtonunderlyne
terraced,285000.0,0.2,3,1,2,SK2,cheshire
flat,340000.0,0.4,2,2,1,M2,manchester
detached,279950.0,3.9,3,0,0,WN7,leigh
detached,249950.0,0.6,3,1,0,SK15,stalybridge
terraced,250000.0,1.2,5,2,2,BL1,bolton
detached,625000.0,0.5,4,3,4,WN8,skelmersdale
flat,205000.0,,1,1,1,M25,manchester
detached,625000.0,,5,2,4,BL7,manchester
end terrace,385000.0,,3,2,1,BL9,bury
terraced,215000.0,0.4,3,1,2,WN3,wigan
flat,145000.0,1.0,2,1,1,M11,manchester
flat,475000.0,0.5,3,3,1,M4,manchester
flat,138500.0,0.2,1,1,1,SK3,stockport
detached,235000.0,0.8,4,2,1,WN4,wigan
flat,110000.0,0.3,1,1,1,WA14,altrincham
end terrace,190000.0,0.8,3,1,2,M15,manchester
semi-detached,750000.0,0.8,4,5,2,M16,manchester
semi-detached,750000.0,0.8,4,5,2,M16,manchester
semi-detached,190000.0,1.4,3,2,2,M14,manchester
flat,90000.0,0.6,1,1,1,BL6,bolton
flat,205000.0,0.1,1,1,1,SK8,cheadle
detached,350000.0,,3,2,1,BL2,bolton
flat,200000.0,0.3,2,1,1,M3,manchester
detached,270000.0,0.6,4,2,1,WN3,wigan
flat,300000.0,0.3,2,2,1,M1,manchester
flat,105000.0,1.6,2,1,1,BL3,bolton
terraced,119950.0,0.1,2,1,2,WN4,wigan
flat,200000.0,0.9,2,2,0,SK4,stockport
flat,145000.0,0.7,2,1,1,M15,manchester
terraced,159000.0,0.3,2,1,1,M19,manchester
flat,165000.0,,2,1,1,BL7,bolton
flat,84950.0,0.7,2,1,1,WN2,wigan
flat,499950.0,0.3,2,2,1,M1,manchester
semi-detached,240000.0,0.9,4,2,1,M34,manchester
flat,130000.0,1.2,2,0,0,M22,manchester
flat,265000.0,0.2,2,1,1,M15,manchester
flat,281000.0,0.2,2,1,1,M15,manchester
flat,434000.0,0.2,3,1,1,M15,manchester
semi-detached,240000.0,1.4,3,2,3,BL5,bolton
flat,159950.0,4.1,1,1,1,BL0,bury
semi-detached,200000.0,0.6,3,1,1,M22,manchester
flat,175000.0,,2,1,2,BL7,bolton
detached,900000.0,0.7,5,3,3,BL6,manchester
flat,75000.0,2.0,1,1,1,M8,manchester
terraced,170000.0,4.6,2,1,2,BL0,bury
flat,525000.0,0.3,3,2,1,WA14,altrincham
flat,149950.0,0.6,2,1,1,M15,manchester
flat,104950.0,0.2,1,1,1,M3,manchester
flat,135000.0,,1,1,1,BL9,bury
flat,150000.0,0.4,1,1,1,M4,manchester
flat,95000.0,,1,1,1,BL1,manchester
terraced,125000.0,,2,1,1,OL9,oldham
end terrace,350000.0,1.1,5,2,2,M7,salford
flat,95000.0,,2,1,1,BL1,bolton
semi-detached,200000.0,,3,1,2,OL7,ashtonunderlyne
semi-detached,270000.0,0.6,4,2,3,BL2,bolton
terraced,105000.0,1.1,2,1,1,OL16,rochdale
semi-detached,315000.0,1.0,3,1,2,M41,manchester
end terrace,95000.0,1.3,2,1,1,OL12,rochdale
terraced,190000.0,1.0,3,1,2,SK6,manchester
flat,280000.0,0.5,3,0,0,M5,manchester
terraced,145000.0,0.9,3,1,2,BL6,lancashire
flat,285995.0,0.9,3,2,1,M50,manchester
semi-detached,650000.0,2.3,4,2,4,BL1,bolton
terraced,170000.0,1.5,2,1,1,M14,manchester
flat,243607.0,0.3,2,1,0,M5,manchester
flat,200000.0,0.6,2,1,1,SK8,cheadle
semi-detached,195000.0,0.7,3,1,1,SK6,stockport
semi-detached,139950.0,3.2,3,1,2,WN7,leigh
flat,100000.0,0.6,1,1,1,SK14,manchester
flat,120000.0,,2,1,1,M27,manchester
flat,158750.0,0.9,2,1,1,SK8,cheadle
detached,850000.0,1.7,4,2,3,M21,manchester
flat,110000.0,0.6,2,1,1,M40,manchester
semi-detached,180000.0,1.7,3,2,1,BL1,bolton
flat,130000.0,,2,1,1,M7,manchester
flat,90000.0,0.1,1,1,1,SK14,manchester
flat,265000.0,0.1,2,2,1,M1,manchester
flat,295000.0,0.0,1,1,0,M3,lancashire
end terrace,250000.0,0.6,3,2,0,M16,manchester
detached,298000.0,,4,1,2,OL2,oldham
flat,200000.0,1.5,2,2,1,WN8,skelmersdale
flat,84950.0,2.6,2,1,1,WN7,leigh
flat,230000.0,,3,1,2,M45,manchester
flat,115000.0,0.8,2,1,0,OL7,ashtonunderlyne
flat,65000.0,1.2,1,1,1,BL6,bolton
flat,95000.0,,2,1,1,BL1,manchester
flat,5500.0,1.8,1,1,0,M16,manchester
terraced,105000.0,,3,0,0,BL8,lancashire
flat,129900.0,0.7,1,1,1,M16,manchester
flat,300000.0,0.2,2,2,1,M4,manchester
flat,5500.0,1.8,1,1,0,M16,manchester
terraced,180000.0,,2,1,1,BL9,bury
flat,440000.0,0.0,2,2,1,M15,manchester
flat,295000.0,0.0,1,1,1,M15,manchester
flat,150000.0,0.2,1,1,0,M3,salford
flat,165000.0,0.7,1,1,1,M5,salford
end terrace,140000.0,0.8,2,1,1,SK2,stockport
flat,150000.0,0.1,1,1,1,M3,salford
flat,190000.0,1.5,2,1,1,M33,sale
flat,155000.0,1.5,1,1,1,M33,sale
flat,189950.0,0.4,2,2,1,M3,salford
detached,400000.0,2.0,4,2,2,M28,manchester
semi-detached,120000.0,0.6,3,1,1,WN2,wigan
detached,625000.0,0.7,3,2,3,M34,manchester
terraced,260000.0,0.6,5,2,1,SK1,cheshire
flat,103500.0,0.4,1,1,0,BL1,manchester
flat,240000.0,0.5,2,2,1,M3,manchester
semi-detached,144750.0,3.1,3,1,1,WN7,leigh
semi-detached,96500.0,3.1,3,1,1,WN7,leigh
semi-detached,124875.0,3.1,2,1,1,WN7,leigh
semi-detached,83250.0,3.1,2,1,1,WN7,leigh
semi-detached,136500.0,3.1,3,1,1,WN7,wigan
semi-detached,91000.0,3.1,3,1,1,WN7,wigan
end terrace,120000.0,1.5,2,1,0,M40,manchester
detached,675000.0,0.3,2,2,1,SK7,stockport
flat,235000.0,0.3,3,2,1,M3,manchester
semi-detached,267500.0,,5,2,2,OL9,oldham
terraced,189995.0,0.8,4,2,1,OL7,ashtonunderlyne
flat,159995.0,,2,1,1,OL4,lancashire
flat,330000.0,0.8,2,2,1,M50,salford
detached,450000.0,1.4,5,3,2,M29,manchester
flat,190000.0,0.0,3,1,1,SK15,stalybridge
detached,450000.0,1.4,5,3,2,M29,manchester
detached,775000.0,0.7,5,3,2,BL5,manchester
flat,210000.0,0.3,1,1,1,M3,manchester
terraced,250000.0,0.8,3,1,2,M13,manchester
detached,450000.0,1.4,5,3,2,M29,manchester
flat,160000.0,0.1,3,1,1,SK5,cheshire
terraced,199000.0,3.6,2,1,2,BL7,bolton
flat,360000.0,0.1,3,2,1,M1,manchester
semi-detached,270000.0,,3,1,1,BL8,bury
detached,315000.0,1.4,5,1,3,WN2,wigan
flat,110000.0,2.0,1,1,1,WN7,wigan
detached,475000.0,0.6,5,0,0,BL6,bolton
flat,249995.0,,3,0,0,BL9,lancashire
semi-detached,170000.0,1.4,3,1,2,BL3,bolton
detached,190000.0,1.4,3,1,2,BL3,bolton
terraced,160000.0,0.8,3,1,2,BL6,bolton
flat,140000.0,1.7,1,1,2,WN1,wigan
flat,145000.0,0.3,1,1,1,M3,salford
flat,90000.0,1.6,2,1,1,M9,manchester
detached,400000.0,0.4,4,1,2,SK7,manchester
flat,109950.0,,2,1,1,WN3,wigan
detached,500000.0,0.6,4,2,2,M30,manchester
flat,165000.0,0.1,1,1,1,M3,manchester
flat,280000.0,0.9,2,3,2,BL1,bolton
flat,129995.0,0.8,1,1,1,M50,manchester
flat,175995.0,0.8,1,1,1,M50,manchester
flat,299995.0,0.8,2,2,1,M50,manchester
end terrace,250000.0,1.1,3,1,1,M7,manchester
semi-detached,230000.0,0.7,3,1,2,M34,manchester
flat,145000.0,1.0,2,1,1,M11,manchester
semi-detached,249500.0,,3,2,0,BL1,bolton
semi-detached,500000.0,0.5,5,2,3,SK8,cheshire
detached,340000.0,0.4,4,0,0,BL6,bolton
semi-detached,310000.0,0.6,4,1,0,M34,manchester
flat,108000.0,1.9,1,1,0,M33,sale
flat,260000.0,0.0,2,2,1,M1,manchester
semi-detached,250000.0,0.7,2,2,0,M12,manchester
detached,450000.0,,4,1,3,OL12,rochdale
flat,125000.0,0.9,2,1,1,SK1,cheshire
flat,120000.0,0.9,1,0,0,M5,salford
flat,270000.0,0.3,2,2,1,M17,manchester
flat,45000.0,,1,1,1,BL2,bolton
terraced,95000.0,0.7,2,1,1,BL2,bolton
flat,240000.0,0.5,2,2,1,SK8,cheadle
flat,134950.0,0.4,2,1,1,WN4,wigan
semi-detached,279950.0,,4,0,0,OL4,oldham
detached,240000.0,0.5,3,1,1,BL2,bolton
detached,374999.0,4.6,3,2,2,BL0,bury
flat,325000.0,0.2,2,2,1,M1,manchester
flat,150000.0,0.3,2,1,1,M4,manchester
flat,148000.0,0.7,1,1,1,M5,salford
semi-detached,460000.0,,5,4,3,M6,salford
detached,600000.0,,5,2,2,BL8,bury
flat,125500.0,1.3,1,1,1,OL12,rochdale
semi-detached,140000.0,1.2,2,1,1,BL3,bolton
flat,100000.0,0.7,1,1,1,M16,manchester
semi-detached,180000.0,1.4,3,1,1,M8,manchester
detached,270000.0,0.2,3,1,0,SK5,stockport
terraced,180000.0,4.1,4,0,0,BL0,bury
detached,370000.0,,4,1,2,BL1,bolton
flat,47500.0,0.6,1,1,1,SK6,manchester
flat,149950.0,,2,1,1,BL1,bolton
semi-detached,220000.0,,3,1,1,OL7,manchester
terraced,109950.0,,2,1,2,BL2,bolton
terraced,170000.0,1.4,3,1,1,OL12,rochdale
terraced,160000.0,1.0,3,1,1,M38,manchester
terraced,115000.0,,2,0,0,OL2,oldham
semi-detached,190000.0,,3,1,1,OL6,ashtonunderlyne
end terrace,150000.0,,2,1,1,OL5,ashtonunderlyne
flat,455000.0,0.4,3,2,1,M2,manchester
flat,100000.0,,1,1,1,M30,manchester
flat,146950.0,0.6,2,1,1,M14,manchester
flat,115000.0,1.7,2,1,1,WN2,wigan
semi-detached,425000.0,1.2,4,1,2,M28,manchester
flat,90000.0,1.9,2,1,1,M21,manchester
flat,140000.0,0.7,2,1,1,M5,salford
flat,140000.0,0.7,2,1,1,M5,salford
detached,450000.0,1.1,2,2,3,SK12,stockport
semi-detached,130000.0,0.6,3,0,0,OL16,rochdale
semi-detached,360000.0,0.2,4,3,2,M41,manchester
flat,179000.0,0.1,1,1,1,SK8,cheadle
flat,279950.0,,2,1,1,M25,manchester
flat,140000.0,0.3,1,1,1,WA14,altrincham
flat,190000.0,0.1,1,1,1,SK8,cheadle
flat,210000.0,0.5,1,1,1,SK7,stockport
flat,240000.0,0.2,2,2,1,M4,manchester
terraced,130000.0,0.2,3,1,1,M34,manchester
flat,215000.0,0.1,2,0,0,M1,manchester
flat,80000.0,0.7,2,1,1,M28,manchester
flat,80000.0,0.7,2,1,1,M28,manchester
semi-detached,320000.0,0.6,3,1,2,SK8,manchester
flat,375000.0,0.3,2,1,0,M1,manchester
semi-detached,220000.0,0.8,3,1,1,SK15,stalybridge
terraced,385000.0,,4,2,2,BL7,bolton
flat,249950.0,0.5,1,1,0,M4,manchester
flat,249950.0,0.5,1,1,0,M4,manchester
flat,189995.0,0.5,1,1,0,M43,manchester
detached,375000.0,1.7,4,3,2,M29,manchester
flat,165000.0,1.6,2,2,2,BL1,bolton
flat,260000.0,0.3,2,2,1,M3,manchester
flat,145000.0,0.8,1,1,1,M16,manchester
flat,300000.0,0.3,1,1,1,M1,manchester
terraced,160000.0,,3,1,1,M7,salford
semi-detached,725000.0,1.4,5,2,2,BL1,bolton
terraced,200000.0,0.2,1,0,0,SK3,manchester
flat,250000.0,0.4,1,1,1,M2,manchester
flat,495000.0,0.4,2,2,1,M2,manchester
flat,275000.0,0.3,2,2,1,M4,manchester
semi-detached,485000.0,1.2,5,1,0,M16,manchester
flat,100000.0,0.2,2,2,1,BL1,bolton
flat,120000.0,0.6,2,1,1,BL6,manchester
terraced,88000.0,2.5,2,1,1,WN7,leigh
flat,135000.0,0.9,1,1,1,M13,manchester
detached,340000.0,3.9,4,1,2,WN7,leigh
detached,550000.0,0.7,4,5,5,BL6,bolton
detached,189950.0,0.9,3,1,1,OL12,manchester
detached,400000.0,0.6,4,2,2,M28,manchester
flat,240000.0,0.6,2,2,1,M5,salford
flat,167500.0,0.6,1,1,1,M5,salford
flat,164995.0,1.1,2,2,1,M14,manchester
flat,250000.0,0.8,2,0,0,M50,salford
flat,105000.0,2.4,1,1,1,M33,sale
flat,105000.0,0.3,2,1,1,M27,manchester
terraced,180000.0,,2,1,1,BL9,bury
flat,135000.0,0.9,1,1,1,M13,manchester
flat,125000.0,0.1,1,1,1,SK6,stockport
flat,100000.0,1.4,2,1,1,BL1,lancashire
flat,539950.0,0.6,3,2,0,M4,manchester
flat,512950.0,0.6,3,2,0,M4,manchester
flat,635000.0,0.2,2,2,1,M3,manchester
flat,329950.0,0.6,2,1,0,M4,manchester
flat,280000.0,0.0,1,1,1,M3,lancashire
flat,170000.0,0.3,1,1,1,M4,manchester
flat,58500.0,,1,1,1,M27,manchester
flat,140000.0,0.7,1,1,1,M16,manchester
flat,122500.0,0.8,2,1,1,M44,manchester
flat,209995.0,0.1,2,2,1,M3,manchester
flat,85000.0,0.4,1,1,1,BL1,manchester
flat,149500.0,0.8,1,1,1,M50,salford
flat,58500.0,,1,1,1,M27,manchester
flat,85000.0,,1,1,1,M6,manchester
terraced,79950.0,1.2,3,1,0,WN8,skelmersdale
flat,135000.0,0.4,2,0,0,M1,manchester
flat,235000.0,0.6,2,2,1,M32,manchester
end terrace,215000.0,0.6,4,2,1,M12,manchester
flat,149995.0,0.3,2,2,0,M3,manchester
flat,130000.0,1.1,2,1,1,M16,manchester
flat,112950.0,1.5,1,1,1,BL1,manchester
flat,127500.0,1.0,1,0,0,BL6,bolton
detached,395000.0,,4,2,2,M26,manchester
flat,179000.0,0.6,1,1,1,M32,manchester
flat,189999.0,1.1,3,2,1,M16,manchester
detached,670000.0,1.2,4,2,3,M28,manchester
detached,385000.0,,3,1,3,BL2,bolton
flat,180000.0,1.6,2,1,1,M33,manchester
flat,285000.0,1.5,2,2,1,M22,manchester
terraced,249950.0,0.9,3,2,1,M15,manchester
flat,102500.0,0.6,1,1,1,WN1,manchester
flat,234000.0,0.1,2,2,1,M3,manchester
detached,750000.0,,5,3,4,M45,manchester
detached,320000.0,0.6,4,0,0,OL16,rochdale
flat,700000.0,,3,2,2,WA14,altrincham
semi-detached,225000.0,0.9,3,1,2,M44,manchester
flat,120000.0,,2,2,1,M5,manchester
flat,240000.0,0.7,2,1,1,SK8,cheadle
terraced,142500.0,,2,1,2,BL9,bury
flat,216995.0,0.8,2,1,0,M50,salford
flat,179995.0,0.8,1,1,1,M50,salford
flat,85000.0,0.7,2,0,0,M28,manchester
semi-detached,385000.0,,5,3,2,BL9,bury
terraced,90000.0,1.2,2,0,0,OL12,rochdale
terraced,110000.0,1.2,2,0,0,OL16,rochdale
terraced,70000.0,1.8,2,0,0,OL12,rochdale
terraced,140000.0,0.3,3,0,0,OL11,rochdale
terraced,195000.0,0.6,4,0,0,OL11,rochdale
flat,185000.0,,2,0,0,OL11,rochdale
semi-detached,140000.0,0.9,2,0,0,OL16,rochdale
terraced,85000.0,0.4,2,0,0,OL16,rochdale
semi-detached,245000.0,,2,1,1,OL11,rochdale
end terrace,130000.0,1.5,3,1,1,OL16,rochdale
terraced,250000.0,2.1,3,0,0,M23,manchester
flat,140000.0,0.6,2,0,0,SK3,stockport
flat,170000.0,0.4,2,1,1,SK8,cheadle
flat,165000.0,0.4,2,1,1,SK8,cheadle
semi-detached,475000.0,0.8,4,1,2,SK6,stockport
flat,799950.0,0.5,3,2,1,M15,manchester
flat,380000.0,0.5,2,1,1,M3,manchester
flat,240000.0,0.1,2,1,1,M3,manchester
flat,150000.0,0.4,2,1,1,M4,manchester
flat,200000.0,0.6,2,2,1,BL1,bolton
flat,130000.0,,2,1,1,BL1,bolton
flat,155000.0,2.5,2,0,0,M23,manchester
terraced,133000.0,0.6,4,0,0,OL11,lancashire
flat,310000.0,0.4,2,2,1,M5,manchester
semi-detached,249500.0,0.4,3,1,2,BL5,bolton
flat,1749660.0,0.2,3,2,1,M15,manchester
flat,1303494.0,0.2,3,2,1,M15,manchester
flat,293190.0,0.2,1,1,1,M15,manchester
flat,478850.0,0.2,2,2,1,M15,manchester
flat,361122.0,0.2,2,2,1,M15,manchester
flat,403979.0,0.2,2,2,1,M15,manchester
flat,260000.0,0.5,2,2,1,M5,salford
semi-detached,264950.0,1.5,3,2,2,BL1,bolton
semi-detached,122000.0,0.9,2,0,0,BL6,bolton
semi-detached,475000.0,1.8,3,2,2,M16,manchester
flat,510000.0,0.6,2,2,2,WA14,altrincham
